Confidence Value,Gene Name Interactor A,Gene Name Interactor B
0.82,ADGRE5,NAGPA
0.82,ADGRE5,TPST1
0.82,ADGRE5,ALG6
0.82,ADGRE5,PIGG
0.82,ADGRE5,GLT8D1
0.82,ADGRE5,YIPF6
0.82,ADGRE5,SERINC1
0.82,ADGRE5,JPH1
0.82,ADGRE5,ZDHHC18
0.82,ADGRE5,LEMD2
0.82,ADGRE5,TMEM120B
0.82,ADGRE5,TMPPE
0.82,ADGRE5,ZDHHC21
0.82,ADGRG5,SIGMAR1
0.82,ADGRG5,SLC19A2
0.82,ADGRG5,GJC1
0.82,ADGRG5,TSPAN3
0.82,ADGRG5,ATP13A3
0.82,ADGRG5,ALG9
0.82,ADGRG5,FSTL1
0.82,ADGRG5,ATL3
0.82,ADGRG5,ABHD14A
0.82,ADGRG5,PLPPR3
0.82,ADGRG5,SEC11C
0.82,ADGRG5,LRP10
0.82,ADGRG5,TMED7
0.82,ADGRG5,SIDT2
0.82,ADGRG5,ANO6
0.82,ADGRG5,BRAT1
0.82,ADGRG5,ERGIC3
0.82,ADGRG5,LSR
0.82,ADGRG5,MOSPD2
0.82,ADGRG5,PIGM
0.82,ADGRG5,REEP6
0.82,ADGRG5,FLVCR1
0.82,ADGRG5,CHRNA5
0.82,ADGRG5,EDEM2
0.82,ADGRG5,SLC29A1
0.82,ADGRG5,EPHB3
0.82,ADGRG5,TMX4
0.82,ADGRG5,FZD2
0.82,ADGRG5,GJA1
0.82,ADGRG5,GPM6A
0.82,ADGRG5,SGPP1
0.82,ADGRG5,SLC12A9
0.82,ADGRG5,HMGCR
0.82,ADGRG5,ASPHD2
0.82,ADGRG5,IFNGR1
0.82,ADGRG5,SERINC1
0.82,ADGRG5,GRAMD1B
0.83,1-Mar,HLA-DRA
0.77,2-Mar,STX6
0.78,2-Mar,CFTR
0.88,5-Mar,MFN2
0.78,5-Mar,5-Mar
0.83,5-Mar,MIA3
0.83,6-Mar,DIO2
0.83,6-Mar,SQLE
0.84,6-Mar,RGS2
0.79,7-Mar,UBE2N
0.82,7-Mar,VAV2
0.82,9-Mar,ATG9A
0.87,1-Sep,11-Sep
0.87,1-Sep,3-Sep
0.83,1-Sep,7-Sep
0.83,1-Sep,10-Sep
0.83,1-Sep,MYO18A
0.83,1-Sep,12-Sep
0.83,1-Sep,ASB7
0.87,1-Sep,9-Sep
0.83,1-Sep,4-Sep
0.89,1-Sep,8-Sep
0.83,1-Sep,2-Sep
0.83,1-Sep,NRDC
0.97,2-Sep,6-Sep
0.99,2-Sep,7-Sep
0.96,2-Sep,11-Sep
0.96,2-Sep,8-Sep
0.89,2-Sep,10-Sep
0.82,2-Sep,4-Sep
0.83,3-Sep,HSD17B8
0.83,3-Sep,BTBD9
0.83,3-Sep,8-Sep
0.83,3-Sep,10-Sep
0.83,3-Sep,2-Sep
0.83,3-Sep,11-Sep
0.82,3-Sep,PCMTD2
0.83,3-Sep,CBR4
0.89,3-Sep,7-Sep
0.83,3-Sep,9-Sep
0.83,3-Sep,14-Sep
0.83,3-Sep,5-Sep
0.83,3-Sep,4-Sep
0.82,3-Sep,WDTC1
0.83,4-Sep,SNCA
0.89,4-Sep,XIAP
0.82,4-Sep,11-Sep
0.96,5-Sep,2-Sep
0.89,5-Sep,PRKN
0.9,5-Sep,11-Sep
0.87,5-Sep,1-Sep
0.98,5-Sep,6-Sep
0.96,5-Sep,7-Sep
0.94,6-Sep,1-Sep
0.89,6-Sep,12-Sep
0.83,6-Sep,11-Sep
0.87,6-Sep,3-Sep
0.83,6-Sep,RAP1GDS1
0.92,6-Sep,4-Sep
0.96,6-Sep,7-Sep
0.83,6-Sep,14-Sep
0.83,6-Sep,8-Sep
0.83,6-Sep,TRIM32
0.87,6-Sep,10-Sep
0.9,7-Sep,9-Sep
0.99,7-Sep,11-Sep
0.83,7-Sep,7-Sep
0.96,7-Sep,10-Sep
0.96,7-Sep,8-Sep
0.82,7-Sep,4-Sep
0.99,8-Sep,5-Sep
0.86,8-Sep,4-Sep
0.87,8-Sep,10-Sep
0.82,8-Sep,11-Sep
0.9,9-Sep,2-Sep
0.9,9-Sep,6-Sep
0.88,9-Sep,HIF1A
0.82,9-Sep,LMO7
0.9,10-Sep,5-Sep
0.87,10-Sep,9-Sep
0.82,10-Sep,4-Sep
0.82,10-Sep,14-Sep
0.87,10-Sep,11-Sep
0.82,10-Sep,HYPM
0.9,11-Sep,9-Sep
0.83,12-Sep,PDS5B
0.83,12-Sep,8-Sep
0.83,12-Sep,11-Sep
0.83,12-Sep,3-Sep
0.83,12-Sep,10-Sep
0.83,12-Sep,CCT6B
0.84,12-Sep,2-Sep
0.88,12-Sep,4-Sep
0.87,12-Sep,5-Sep
0.84,12-Sep,7-Sep
0.86,14-Sep,9-Sep
0.82,14-Sep,2-Sep
0.94,14-Sep,7-Sep
0.82,A1BG,KCMF1
0.82,A1BG,WDR62
0.82,A1BG,ZBTB40
0.82,A1BG,PSME4
0.82,A1BG,UBR4
0.82,A1BG,UBAC1
0.82,A1BG,RNF123
0.82,A1BG,FDXR
0.89,A1CF,APOBEC1
0.87,A1CF,CELF2
0.76,A1CF,TNPO2
0.89,A1CF,SYNCRIP
0.82,A1CF,PSMG2
0.77,A2M,ACTB
0.82,A2M,PRADC1
0.82,A2M,METRNL
0.82,A2M,METRN
0.82,A2M,GALNT12
0.82,A2M,LOXL1
0.82,A2M,PDF
0.82,A2M,HAPLN3
0.82,A2M,PZP
0.82,A2M,CRTAC1
0.82,A2M,FKBP14
0.83,A4GALT,ABHD14A
0.83,A4GALT,ICK
0.83,A4GALT,ABHD17B
0.82,A4GALT,CANX
0.83,A4GNT,JMJD8
0.82,A4GNT,IMPA2
0.82,ADGRG5,GRAMD1A
0.82,ADGRG5,TMUB1
0.82,ADGRG5,TSPAN10
0.82,ADGRG5,KLRG2
0.82,ADGRG5,LCLAT1
0.82,ADGRG5,PTPN1
0.82,ADGRG5,PRXL2A
0.82,ADGRG5,POMK
0.82,ADGRG5,DNAJC18
0.82,ADGRG5,TMEM68
0.82,ADGRG5,SLC30A1
0.82,ADGRG5,FZD3
0.82,ADGRG5,MFSD8
0.82,ADGRG5,BMPR1A
0.82,ADGRG5,ACVR1B
0.82,ADGRG5,ABCA3
0.82,ADGRG5,CANX
0.82,ADGRG5,FITM2
0.82,ADGRG5,TRIM59
0.82,ADGRG5,OSBPL8
0.84,ADGRL1,SHANK2
0.84,ADGRL1,SHANK1
0.82,ADH1C,XYLT1
0.83,ADH1C,ADH1B
0.9,ADH5,ADH5
0.88,ADH7,ADH7
0.76,ADI1,DBT
0.85,ADIPOQ,ADIPOQ
0.82,ADIPOR1,WFS1
0.82,ADIPOR1,FAM45A
0.83,ADIPOR2,RNF181
0.82,ADIPOR2,NCK1
0.9,ADNP2,CBX3
0.78,ADORA1,TSHR
0.85,ADORA2A,ACTN2
0.83,ADORA2A,ADA
0.9,ADORA2A,ADORA2A
0.79,ADORA2A,GPR37
0.78,ADORA2A,WLS
0.77,ADORA2B,ADORA2A
0.82,ADORA3,IPO9
0.82,ADORA3,TMEM11
0.82,ADORA3,IPO11
0.82,ADORA3,TBC1D9B
0.82,ADORA3,CAND2
0.82,ADORA3,ATP12A
0.82,ADPGK,GALNT4
0.82,ADPGK,CCPG1
0.82,ADPGK,PRXL2A
0.82,ADPGK,PDIA5
0.82,ADPGK,GALNT7
0.82,ADPGK,C1GALT1C1
0.82,ADPGK,EPHB4
0.82,ADPGK,TOR1B
0.82,ADPGK,MGAT1
0.82,ADPGK,MIPEP
0.82,ADPGK,TMEM214
0.82,ADPGK,TIMP3
0.82,ADPGK,UGT8
0.82,ADPRH,OBSL1
0.82,ADPRH,XRN1
0.89,ADRA1A,ADRA1B
0.83,ADRA1A,ADRA1A
0.86,ADRA1B,ADRA1B
0.86,ADRA1D,SNTA1
0.89,ADRA1D,SNTB2
0.86,ADRA1D,SNTB1
0.85,ADRA1D,DTNA
0.85,ADRA1D,UTRN
0.87,ADRA1D,SCRIB
0.79,ADRA1D,CTNNAL1
0.85,ADRA1D,ADRA1D
0.78,ADRA1D,DMD
0.87,ADRA2A,ADRA2A
0.83,ADRA2C,EIF2B1
0.88,ADRB1,ARRB1
0.79,ADRB2,GRB2
0.89,ADRB2,ADRB2
0.86,ADRB2,GRK2
0.83,ADRB2,USP33
0.89,ADRB2,ARRDC3
0.86,ADRB2,CAV3
0.83,ADRB2,GNB1
0.84,ADRB2,GNAS
0.9,ADRB2,ARRB2
0.88,ADRB2,HNRNPK
0.82,ADRB2,RACK1
0.86,ADRB2,TMEM259
0.82,ADRB2,RAN
0.82,ADRB2,VDAC2
0.88,ADRB2,GPR37
0.88,ADRB2,KCTD13
0.82,ADRB2,ARRDC1
0.82,ADRB2,SLC52A2
0.86,ADRB2,CCKBR
0.86,ADRB2,VAPA
0.78,ADRB2,MGLL
0.78,ADRB2,PRNP
0.97,ADRM1,UCHL5
0.97,ADRM1,PSMD1
0.84,ADRM1,UBQLN1
0.82,ADRM1,PSMA6
0.89,ADRM1,PSMD2
0.88,ADRM1,PSMC5
0.82,ADRM1,EGFR
0.84,ADRM1,
0.83,ADRM1,PSMD10
0.88,ADRM1,PSMD12
0.83,ADRM1,PIPSL
0.82,ADRM1,BAG1
0.88,ADRM1,PSMD6
0.82,ADRM1,PSMB5
0.78,ADRM1,UBB
0.82,ADSL,OXSR1
0.82,ADSS,RNH1
0.82,ADSS,TALDO1
0.82,ADSS,WDR1
0.89,ADSS,ADSSL1
0.89,AEBP2,RBBP4
0.9,AEBP2,SUZ12
0.9,AEBP2,EED
0.83,AEBP2,ATXN3
0.87,AEBP2,RBBP7
0.83,AEBP2,EZH1
0.85,AES,GTF2E1
0.9,AES,AR
0.92,AES,HMGB1
0.9,AES,RELA
0.87,AES,TLE3
0.87,AES,TLE1
0.76,AES,HNRNPAB
0.87,AES,HGS
0.82,AES,PROP1
0.83,AES,SOX5
0.82,AES,PAX9
0.76,AFAP1,PRKCA
0.85,AFAP1,PRKCB
0.85,AFAP1,PRKCG
0.86,AFAP1,AFAP1
0.85,AFAP1,ACTC1
0.77,AFAP1L2,SRC
0.89,AFDN,CTNNA1
0.82,AFDN,NRAS
0.82,AFDN,SIPA1L1
0.82,AFDN,MAGI1
0.82,AFDN,FRMD4B
0.78,AFF1,SIAH1
0.76,AFF1,SIAH2
0.9,AFF1,MLLT3
0.89,AFF1,CDK9
0.89,AFF1,CCNT1
0.89,AFF4,CCNT1
0.9,AFF4,CDK9
0.86,AFF4,AFF1
0.83,AFF4,EAF2
0.83,AFF4,CCNT2
0.83,AFF4,ELL
0.83,AFF4,HEXIM1
0.83,AFF4,ELL3
0.82,AFF4,PBX2
0.88,AFG3L2,PHB
0.88,AFG3L2,PHB2
0.82,AFM,GBP1
0.82,AFM,ACTBL2
0.82,AFM,ACTA2
0.84,AFTPH,AP1G1
0.79,AGA,AGA
0.83,AGA,MOB4
0.83,AGA,HBA1
0.83,AGA,HBB
0.83,AGA,ZER1
0.79,AGAP2,PIK3R1
0.79,AGAP2,EPB41L1
0.83,AGER,S100A1
0.9,AGER,S100B
0.94,AGER,HMGB1
0.84,AGFG1,OGT
0.79,AGFG2,EPS15
0.82,AGFG2,TRIM68
0.82,AGFG2,STARD7
0.82,AGFG2,AGFG1
0.77,AGGF1,TNFSF12
0.82,AGGF1,BLOC1S6
0.82,AGK,ATP12A
0.82,AGK,RAB18
0.82,AGK,TIMM10
0.83,AGK,TIMM10B
0.87,AGK,TIMM29
0.9,AGO1,DICER1
0.9,AGO1,AGO2
0.84,AGO1,PRNP
0.79,AGO1,DDX5
0.83,AGO1,TARBP2
0.86,AGO1,IGF2BP1
0.83,AGO1,HSP90AB1
0.87,AGO1,MOV10
0.82,AGO1,YBX1
0.89,AGO1,TNRC6A
0.89,AGO1,TNRC6C
0.9,AGO2,DDX20
0.9,AGO2,DICER1
0.9,AGO2,GEMIN4
0.78,AGO2,HSP90AA1
0.9,AGO2,DDX6
0.82,AGO2,PHB
0.83,AGO2,DHX9
0.82,AGO2,RPL27A
0.82,AGO2,RPS20
0.86,AGO2,IGF2BP1
0.82,AGO2,GNL3
0.82,AGO2,RBM4
0.87,AGO2,YBX1
0.86,AGO2,FXR1
0.76,AGO2,EIF4EBP1
0.89,AGO2,TNRC6C
0.86,AGO2,CNOT6L
0.87,AGO2,CNOT7
0.86,AGO2,CNOT2
0.87,AGO2,CNOT1
0.86,AGO2,FKBP4
0.82,AGO2,RNF219
0.82,AGO2,YTHDF1
0.79,AGO2,EGFR
0.87,AGO2,MOV10
0.82,AGO2,ZC3HAV1
0.82,AGO2,ZSWIM8
0.82,AGO2,KBTBD8
0.85,AGO3,AGO4
0.77,AGO3,IPO8
0.86,AGO3,OTUD4
0.87,AGO3,AGO2
0.89,AGO3,TNRC6B
0.83,AGO3,HSP90AA1
0.89,AGO3,TNRC6C
0.89,AGO3,TNRC6A
0.83,AGO3,ANKMY2
0.83,AGO3,AP3S1
0.83,AGO3,FKBP5
0.83,AGO3,HSP90AA5P
0.83,AGO3,HSP90AB3P
0.83,AGO3,AP3M1
0.83,AGO3,HSP90AB4P
0.83,AGO3,LONRF3
0.83,AGO3,AP3D1
0.83,AGO3,AP3B1
0.82,AGO4,PTGES3
0.89,AGO4,TNRC6B
0.89,AGO4,TNRC6A
0.85,AGO4,TNRC6C
0.83,AGPAT1,RNASEH2A
0.82,AGPAT2,HIST1H1D
0.82,AGPAT3,TOM1L1
0.82,AGPAT3,SCYL1
0.89,AGPS,GNPAT
0.82,AGPS,SCP2
0.82,AGR2,PSMB1
0.82,AGR2,EIF3F
0.82,AGR2,MYL6
0.82,AGR2,CLIC3
0.82,AGR2,ATP5F1B
0.82,AGR2,ANXA1
0.82,AGR2,ANXA2
0.82,AGR2,ALDOA
0.82,AGR2,AHCY
0.82,AGR2,RUVBL2
0.82,AGR2,ERP29
0.82,AGR2,PDIA6
0.82,AGR2,BCAP31
0.82,AGR2,PRDX4
0.82,AGR2,OSTF1
0.82,AGR2,MUC5B
0.82,AGR2,AKR1C1
0.82,AGR2,FASN
0.82,AGR2,PDIA3
0.82,AGR2,GPI
0.82,AGR2,GAPDH
0.82,AGR2,IDH1
0.82,AGR2,NME1
0.82,AGR2,MDH2
0.82,AGR2,RAB5C
0.82,AGR2,RAB1A
0.82,AGR2,PPIA
0.82,AGR2,PPIB
0.82,AGR2,PGK1
0.82,AGR2,DCD
0.82,AGR2,PRDX1
0.82,AGR2,P4HB
0.82,AGR2,TCP1
0.82,AGR2,TALDO1
0.82,AGR2,S100P
0.82,AGR2,TKT
0.82,AGR2,YWHAE
0.82,AGR2,YWHAZ
0.82,AGR2,XRCC5
0.82,AGR2,TPM3
0.82,AGR2,TPI1
0.82,AGR2,TXN
0.82,AGR2,TAGLN2
0.82,AGR2,AKR1C3
0.82,AGR2,PRDX6
0.87,AGRP,MC4R
0.82,AGRP,BIRC6
0.82,AGRP,GRN
0.82,AGRP,NHLRC3
0.82,AGRP,NOTCH2
0.82,AGRP,ASB7
0.82,AGRP,TK1
0.87,AGT,AGTR1
0.82,AGT,CANX
0.82,AGT,NDUFA3
0.82,AGT,RIPK4
0.82,AGT,HSPA5
0.83,AGTPBP1,DISC1
0.82,AGTPBP1,TTLL4
0.83,AGTR1,GRK2
0.83,AGTR1,GRK5
0.77,AGTR1,RAF1
0.84,AGTR1,ARRB1
0.77,AGTR1,ZBTB16
0.82,AGTR1,TMEM11
0.82,AGTR1,TSPAN15
0.83,AGTR1,CAV1
0.83,AGTR1,SLC6A8
0.83,AGTR1,ATP2B3
0.83,AGTR1,ATP2B4
0.83,AGTR1,ATP12A
0.83,AGTR1,SLC19A2
0.82,AGTR1,DCX
0.95,AGTR2,AGT
0.78,AGTR2,TIMP3
0.79,AGTRAP,RACK1
0.82,AGTRAP,AGTR1
0.89,AGXT,PEX5
0.88,AGXT,AGXT
0.82,AHCTF1,NUP62
0.86,AHCTF1,NUP98
0.9,AHCTF1,NUP160
0.82,AHCTF1,NUP93
0.9,AHCTF1,NUP133
0.82,AHCTF1,NUP155
0.76,AHCTF1,NUP85
0.86,AHCTF1,NUP37
0.82,AHCTF1,NUP35
0.83,AHCY,AHCY
0.79,AHCY,DHX15
0.94,AHCY,C1orf50
0.87,AHCY,ANKRD40
0.83,AHCY,AHCYL1
0.88,AHCYL1,ITPR1
0.78,AHCYL1,SUMO2
0.79,AHCYL1,PPP2CA
0.82,AHCYL2,KIF18B
0.82,AHCYL2,ZIC2
0.82,AHCYL2,PDCD2L
0.82,AHCYL2,PIP5K1A
0.82,AHCYL2,PIP4K2B
0.82,AHCYL2,DUSP11
0.82,AHCYL2,PLCD3
0.82,AHCYL2,AHCYL1
0.82,AHCYL2,PIP4K2C
0.82,AHCYL2,FOXK2
0.82,AHCYL2,ZNHIT6
0.82,AHCYL2,HOXB9
0.82,AHCYL2,HOXB6
0.82,AHCYL2,BANP
0.82,AHCYL2,NFKBIL1
0.82,AHCYL2,FOXK1
0.83,AHDC1,UBR3
0.82,AHDC1,TRIM68
0.76,AHI1,DNM2
0.76,AHI1,OFD1
0.76,AHI1,PCM1
0.79,AHNAK,S100B
0.89,AHNAK,EGFR
0.88,AHNAK,S100A10
0.96,AHR,RB1
0.88,AHR,TBP
0.85,AHR,NCOA2
0.88,AHR,EP300
0.85,AHR,NR2F1
0.89,AHR,ESR1
0.96,AHR,HSP90AA1
0.83,AHR,RELA
0.79,AHR,SRC
0.83,AHR,CTNNB1
0.77,AHRR,ARNT
0.9,AHSA1,HSP90AA1
0.82,AHSA1,EGFR
0.82,AHSA1,DDX39A
0.84,AHSA1,FKBP4
0.79,AHSA1,PPID
0.79,AHSA1,HSPA8
0.82,AHSA1,LDHB
0.9,AHSA2P,HSP90AA1
0.83,AHSG,POTEF
0.88,AHSP,HBA1
0.78,AICDA,KPNA1
0.82,AICDA,PRKACA
0.88,AICDA,AICDA
0.85,AIFM1,EIF3G
0.9,AIFM1,AIFM1
0.83,AIFM1,CPOX
0.82,AIFM1,HSPA9
0.87,AIFM1,GFER
0.87,AIFM1,APOOL
0.78,AIFM1,TUFM
0.85,AIFM1,PGAM5
0.82,AIFM1,ACAD10
0.88,AIFM1,AK2
0.82,AIFM1,SFXN1
0.83,AIFM1,PHB
0.84,AIFM1,CLPX
0.84,AIFM1,SCO2
0.85,AIFM1,RHOT2
0.84,AIFM1,IARS2
0.84,AIFM1,DNAJC11
0.84,AIFM1,IMMT
0.84,AIFM1,TXN
0.84,AIFM1,MTHFD1L
0.84,AIFM1,TIMM13
0.84,AIFM1,TIMM8B
0.79,AIFM1,PPIF
0.84,AIFM1,CLPB
0.84,AIFM1,TTC19
0.82,AIFM1,GRPEL1
0.84,AIFM1,HAX1
0.84,AIFM1,NDUFA8
0.83,AIFM1,COX4I1
0.85,AIFM1,CHCHD4
0.83,AIFM1,HSD17B10
0.84,AIFM1,ERAL1
0.85,AIFM1,COX6B1
0.84,AIFM1,COX2
0.85,AIFM1,DARS2
0.82,AIFM1,SUCLG1
0.82,AIFM1,SUCLG2
0.82,AIFM3,NMT1
0.82,AIFM3,PGK2
0.82,AIFM3,LZTR1
0.82,AIFM3,NMT2
0.87,AIG1,RCHY1
0.87,AIM2,AIM2
0.83,AIM2,SQSTM1
0.9,AIM2,PYCARD
0.9,AIMP1,RARS
0.89,AIMP1,AIMP2
0.78,AIMP1,SMURF2
0.89,AIMP1,KARS
0.79,AIMP1,PSMC6
0.87,AIMP1,IARS
0.87,AIMP1,EEF1E1
0.87,AIMP1,QARS
0.87,AIMP1,LARS
0.94,AIMP1,MARS
0.94,AIMP1,DARS
0.94,AIMP1,EPRS
0.82,AIMP1,HOMER1
0.82,AIMP1,TARSL2
0.87,AIMP1,OPTN
0.89,AIMP2,AIMP2
0.88,AIMP2,C19orf57
0.86,AIMP2,EPRS
0.87,AIMP2,CEP170P1
0.89,AIMP2,RARS
0.87,AIMP2,IARS
0.89,AIMP2,QARS
0.79,AIMP2,HSPA4
0.83,AIMP2,MARS
0.83,AIMP2,EEF1E1
0.83,AIMP2,LARS
0.77,AIMP2,HSPA1A
0.78,AIMP2,SIAH1
0.79,AIP,PPARA
0.97,AIP,AHR
0.87,AIP,PTGES3
0.89,AIP,ARNT
0.89,AIP,HSP90AB1
0.83,AIRE,CREBBP
0.9,AIRE,AIRE
0.79,AIRE,HIST1H3A
0.82,AIRE,ACPP
0.82,AIRE,CTSH
0.82,AIRE,ALOX12B
0.82,AIRE,GM2A
0.82,AIRE,GDPD3
0.82,AIRE,CPA4
0.82,AIRE,SDR9C7
0.82,AIRE,S100A9
0.82,AIRE,TGM1
0.82,AIRE,CREG1
0.89,AJUBA,LATS2
0.84,AJUBA,SNAI1
0.76,AK1,KMT2C
0.82,AK9,LRRC23
0.82,AK9,C5orf34
0.82,AK9,RHOA
0.82,AK9,MYO9A
0.82,AK9,TAF2
0.82,AK9,EXOG
0.9,AKAP1,PRKAR2A
0.77,AKAP1,PRKAR1B
0.88,AKAP1,PRKAR2B
0.78,AKAP1,APP
0.87,AKAP1,LARP4
0.86,AKAP1,PHB2
0.83,AKAP1,TRABD
0.82,AKAP1,MYO19
0.83,AKAP1,ATXN2
0.82,AKAP1,ABCD1
0.82,AKAP1,HELZ
0.82,AKAP1,TAB2
0.87,AKAP10,PRKAR1A
0.87,AKAP10,PDZK1
0.9,AKAP11,PRKAR2A
0.89,AKAP11,PRKAR2B
0.88,AKAP11,PRKAR1A
0.88,AKAP11,PPP1CA
0.83,AKAP11,PPP1CC
0.82,AKAP11,GSK3A
0.86,AKAP12,PRKAR2A
0.86,AKAP12,PRKCA
0.89,AKAP12,ADRB2
0.88,AKAP13,RHOA
0.76,AKAP13,PPARA
0.9,AKAP13,PRKAR2A
0.76,AKAP13,RXRB
0.84,AKAP13,GNA12
0.9,AKAP13,YWHAB
0.89,AKAP13,YWHAZ
0.79,AKAP13,ESR1
0.83,AKAP13,UBB
0.83,AKAP13,MTR
0.9,AKAP14,PRKAR2A
0.88,AKAP14,PRKAR2B
0.82,AKAP14,ARL5B
0.83,AKAP14,EFCAB7
0.83,AKAP14,SYNJ2BP
0.83,AKAP14,OCIAD1
0.83,AKAP14,SPA17
0.83,AKAP14,PRKACG
0.83,AKAP14,PRKACB
0.82,AKAP17A,CALCOCO2
0.82,AKAP17A,NOS1AP
0.82,AKAP17A,ACTN3
0.82,AKAP17A,SRRM2
0.82,AKAP17A,JMJD6
0.82,AKAP17A,UBE2O
0.82,AKAP17A,CAAP1
0.82,AKAP17A,ANKRD17
0.82,AKAP17A,CSNK2A1
0.82,AKAP17A,CKM
0.82,AKAP17A,TRPM3
0.82,AKAP17A,HAUS4
0.82,AKAP17A,ANKHD1-EIF4EBP3
0.82,AKAP17A,PNN
0.82,AKAP17A,MYH7
0.82,AKAP17A,MYH4
0.95,AKAP2,PRKAR2A
0.96,AKAP3,PRKAR2A
0.84,AKAP3,AKAP4
0.79,AKAP3,GNA13
0.94,AKAP4,PRKAR1A
0.97,AKAP5,PRKAR2A
0.9,AKAP5,PRKAR2B
0.85,AKAP5,PRKCA
0.9,AKAP5,PPP3CA
0.76,AKAP5,IQGAP1
0.79,AKAP5,GABRB3
0.78,AKAP5,PPP3R1
0.77,AKAP6,PRKAR2A
0.88,AKAP6,RYR2
0.81,AKAP6,PDE4D
0.88,AKAP7,PRKAR2A
0.82,AKAP7,PRKAR1A
0.83,AKAP7,SPA17
0.86,AKAP8,CCND1
0.89,AKAP8,PRKAR2A
0.79,AKAP8,MCM2
0.77,AKAP8,CASP3
0.77,AKAP8,CCND3
0.89,AKAP8L,TMPO
0.83,AKAP8L,EMD
0.83,AKAP8L,LBR
0.88,AKAP8L,DHX9
0.78,AKAP8L,RNF43
0.95,AKAP9,PRKAR2A
0.85,AKAP9,PRKAR2B
0.9,AKAP9,CSNK1D
0.89,AKAP9,CALM1
0.78,AKAP9,TRIP10
0.83,AKAP9,CDC5L
0.89,AKAP9,DISC1
0.83,AKAP9,TNIK
0.82,AKAP9,BIRC6
0.82,AKAP9,DVL2
0.8,AKIP1,RELA
0.82,AKIRIN2,IPO9
0.82,AKIRIN2,RGPD6
0.82,AKIRIN2,RGPD8
0.82,AKIRIN2,UBAC1
0.82,AKIRIN2,TOMM34
0.82,AKIRIN2,RNF123
0.82,AKIRIN2,RAN
0.82,AKIRIN2,PPID
0.82,AKIRIN2,RGPD3
0.82,AKIRIN2,AKIRIN1
0.82,AKR1A1,IGHG2
0.83,AKR1B1,AKR1B15
0.83,AKR1B10,AKR1B15
0.83,AKR1B10,POTEF
0.82,AKR1B10,PCBP3
0.89,AKR1C1,AKR1D1
0.94,AKR1C2,AKR1C2
0.89,AKR1C2,AKR1C3
0.89,AKR1C2,AKR1C1
0.89,AKR1C2,AKR1C4
0.82,AKR1C2,IPO8
0.83,AKR1C2,ZFP1
0.89,AKR1C3,AKR1D1
0.89,AKR1C3,AKR1C1
0.89,AKR1C3,AKR1C4
0.83,AKR1C4,PLXDC2
0.89,AKR1D1,AKR1B10
0.83,AKR1D1,SIRT1
0.83,AKR1D1,GEMIN5
0.83,AKR1D1,DIRAS1
0.94,AKR7A2,AKR7A3
0.83,AKR7A3,AKR7A3
0.83,AKR7A3,DDRGK1
0.83,AKR7A3,COMMD9
0.82,AKR7A3,GNB2
0.83,AKR7A3,AKR7L
0.9,AKT1,BRCA1
0.77,AKT1,CDKN1A
0.9,AKT1,GSK3B
0.96,AKT1,AKT1
0.86,AKT1,CCDC88A
0.86,AKT1,PIK3R1
0.88,AKT1,PRKDC
0.87,AKT1,PAK1
0.8,AKT1,IKBKB
0.86,AKT1,APPL1
0.83,AKT1,YBX1
0.9,AKT1,SMAD3
0.86,AKT1,SMAD2
0.8,AKT1,SMAD7
0.9,AKT1,SMAD4
0.95,AKT1,FOXO1
0.88,AKT1,NR4A1
0.95,AKT1,HSP90AA1
0.9,AKT1,IMPDH2
0.84,AKT1,IRS1
0.77,AKT1,KRT10
0.8,AKT1,NOS3
0.9,AKT1,RAF1
0.96,AKT1,MDM2
0.89,AKT1,TERT
0.89,AKT1,TSC2
0.77,AKT1,MAP3K8
0.83,AKT1,FOXO4
0.81,AKT1,XIAP
0.9,AKT1,AR
0.79,AKT1,MAP3K11
0.89,AKT1,CHUK
0.9,AKT1,CDKN1B
0.89,AKT1,YWHAZ
0.87,AKT1,MAP2K4
0.86,AKT1,PTEN
0.77,AKT1,PDE3B
0.85,AKT1,MAP3K5
0.88,AKT1,FOXO3
0.87,AKT1,EP300
0.96,AKT1,BAD
0.77,AKT1,GAB2
0.8,AKT1,GSK3A
0.84,AKT1,FANCA
0.8,AKT1,AKT1S1
0.89,AKT1,HSPB1
0.9,AKT1,MAPK14
0.78,AKT1,NPM1
0.9,AKT1,NF2
0.86,AKT1,MAPT
0.94,AKT1,STK4
0.86,AKT1,HSPA9
0.79,AKT1,VIM
0.85,AKT1,CREBBP
0.78,AKT1,DNMT1
0.89,AKT1,PPP1CA
0.86,AKT1,STUB1
0.79,AKT1,TTC3
0.86,AKT1,BRAF
0.92,AKT1,ARRB2
0.82,AKT1,UCHL1
0.76,AKT1,VCP
0.83,AKT1,HSPA5
0.83,AKT1,HSPA8
0.82,AKT1,ENO2
0.82,AKT1,CSK
0.88,AKT1,PDK1
0.86,AKT1,FASN
0.84,AKT1,AURKA
0.84,AKT1,MSH2
0.84,AKT1,STK11
0.85,AKT1,ARNT
0.88,AKT1S1,RPTOR
0.85,AKT1S1,YWHAB
0.88,AKT1S1,MTOR
0.81,AKT1S1,AKT1S1
0.8,AKT2,ESR1
0.84,AKT2,HSP90AA1
0.85,AKT2,AKT1
0.87,AKT2,CHUK
0.78,AKT2,APP
0.88,AKT2,TTC3
0.82,AKT2,UBB
0.82,AKT2,UBE2O
